ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557100256-870,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or210-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"i enjoyed touring fort lovrijenac, but more so because i am a game of thrones fan.  beyond the views, there is not much to touring the fort.  it is often used for plays and if you purchased wall tickets, the entrance to the fort is...more","Silver Spring, Maryland",2015-07-01T00:00:00Z,great views of old town,4,74,23,Matt G,"Reviewed August 2, 2015"
1557100282-966,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or110-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...good at sunset due to sun angles. apparently lots of game of thrones scenes filmed there if you are interested in that, although you might want to take in a tour as there isn't any information. good for photography.more","Cardiff, United Kingdom",2016-09-01T00:00:00Z,beautiful views of old town,5,42,29,lovehols78,"Reviewed September 25, 2016"
1557100272-926,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or150-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"i wanted to visit this fort because i am a game of thrones fan, it was a steep climb up lots of stairs but totally worth it. we sat at the top for ages just watching people and boats pass by. great for photos!","palgrave, norfolk  United Kingdom",2016-10-01T00:00:00Z,amazing views,5,62,21,Louise P,"Reviewed October 24, 2016"
1557100277-950,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or130-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...views are lovely (not as good as from the city walls though) and they shot a few scenes from game of thrones there!more,null,2016-06-01T00:00:00Z,worth a visit,4,12,9,Amy B,"Reviewed June 27, 2016"
1557100290-995,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or80-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...just show your city walls ticket.

great views. just outside the gate of the old town. included in the game of thrones walking tour. they filmed a little sequence there. it is only a shell of the fort but worth a visitmore","Cairns, Australia",2017-05-01T00:00:00Z,magnificent views,4,412,161,leanneandtony,"Reviewed May 17, 2017"
1557100248-841,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or240-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...it affords wonderful views of the city from its elevated position and if you are a game of thrones fan, you'll recognise this straight away from the many scenes filmed here.
well worth finding and visiting!more","Wolfsberg, Austria",2014-08-01T00:00:00Z,"quiet, high and beautiful",5,369,307,ajt_austria,"Reviewed August 24, 2014"
1557100290-997,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or80-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,after climbing all the steps to get there the fort afforded great views over the city walls. it was fun working out game of thrones locations and the toilets were surprisingly good.,"London, United Kingdom",2017-04-01T00:00:00Z,well worth the climb,5,120,44,wendyw59482,"Reviewed May 4, 2017"
1557100245-826,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or250-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...(and if you are a game of thrones fan, you can see where many scenes were shot in ""king's landing."") when you climb the stairs to the second level, you can see absolutely breathtaking views of the city. it is so relaxing and beautiful. i...more",null,2013-10-01T00:00:00Z,gorgeous,5,115,92,Linnea R,"Reviewed November 16, 2013"
1557100264-898,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or180-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,looking down on king's landing and seeing the old town of dubrovnik is a double feature you get with this visit.   admission comes with the dubrovnik city walls tour and it is a short walk from the city,"Bethesda, Maryland",2015-08-01T00:00:00Z,up close and personal with game of thrones,4,286,162,Bethesdashrink,"Reviewed September 18, 2015"
1557100301-1040,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or40-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...upper level provides you with a nice panoramic view of old city and its walls. this fort was used in game of thrones as substitute for the red keep (and the water between old town and the fort as blackwater bay).more,"New Haven, Connecticut",2017-10-01T00:00:00Z,nice view of old town,5,191,180,robinsena,"Reviewed October 18, 2017"
1557100309-1065,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or10-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"in amazing condition, this palace was used to film the red keep from game of thrones. such an interesting visit. also, an event was held there when we were dining at nautika. the groups of peolple were welcomed by the sounds of middle ages trumpets....more","Montreal, Canada",2018-09-01T00:00:00Z,the famous red keep,5,33,7,AndrÃ© H,"Reviewed September 19, 2018"
1557100264-893,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or180-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...really cool location and fits well into the landscape. also one of the game of thrones filming locations! i enjoyed the fact that hbo showcases croatia's history through one its most successful series.more,"Ukiah, California",2015-01-01T00:00:00Z,historical and contemporary,4,93,35,V4ndy,"Reviewed October 5, 2015"
1557100277-945,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or130-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"visited as part of our game of thrones tour, interesting structure with great views. it was setup for a production of hamlet which i'm sure would have been great in this surrounding. better and more interesting because of the tour we were on rather than...more","Norwich, United Kingdom",2016-07-01T00:00:00Z,part of got tour,4,47,15,lookingforgold90,"Reviewed July 18, 2016"
1557100253-853,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or220-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"the fort will definitely be much more appreciated by people who watch game of thrones, because you can recognize the places where the show was filmed. if you don't watch the show, the fort is great for its views of old town, but itself doesn't...more","Atlanta, Georgia",2015-06-01T00:00:00Z,nice views of the city,5,4,6,paulina b,"Reviewed June 20, 2015"
1557100306-1058,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or20-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,came here as part of our game of thrones tour. loved seeing all the areas where the programme was filmed and also loved seeing the view from fort lovrijenac. must see view in dubrovnik.,"Swansea, United Kingdom",2018-06-01T00:00:00Z,fort lovrijenac aka the red keep,5,152,50,344kathh,"Reviewed July 1, 2018"
1557100253-858,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or220-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"i was here with the game of thrones- walking tour, but you can also see the fort by yourself. itâ´s worth the steep steps, you need to climb to get up there. the view on the dubrovnik old town and the neighbouring islands is absolutely...more","Vienna, Austria",2014-07-01T00:00:00Z,"very nice view, game of thrones location!",4,22,6,Fanja F,"Reviewed September 2, 2014"
1557100295-1017,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or60-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"being a game of thrones fan, i was initially quite enthused to visit this fort. it looked interesting and i had made up my mind to go there after doing the city walls.
the fort on top of the hill has a commanding view of...more","Mumbai, India",2018-08-01T00:00:00Z,a grand fort but had no energy to climb,4,869,188,KCJena900,"Reviewed October 8, 2018"
1557100264-897,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or180-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,an antmospheric fortress that make perfect sense for the game of thrones setting. we say twelth night there and the play could not have been in a betting location.,"Belleville, Canada",2015-07-01T00:00:00Z,game of thrones highlight,5,93,119,wanderwoman50,"Reviewed July 15, 2015"
1557100280-961,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or120-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"i visited the fort as part of the game of thrones tour. interesting, but not too much to see within, particularly as i had seen he views from the city walls walk, so i was glad i was able to visit it as part of...more","Chicago, Illinois",2016-07-01T00:00:00Z,worth a visit,4,288,83,WorldTravellerToday,"Reviewed July 29, 2016"
1557100303-1049,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or30-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...if you enjoyed games of thrones it is one of the spots of the show but it worth the climb also for itselfmore,France,2018-04-01T00:00:00Z,amazing views,5,88,29,PetiteRoutarde,"Reviewed April 4, 2018"
1557100306-1060,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or20-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"went here as part of the game of thrones tour as a lot of the scenes were filmed here. what a fantastic place and at the time they were setting up for a midsummer nights dream to be on here as well.

the views from...more",Norwich,2018-06-01T00:00:00Z,wonderful fort,5,19,8,Hansianio,"Reviewed June 27, 2018"
1557100251-843,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or230-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...we had to take several stops on the way, plenty of benches supplied, as the steps are many. game of thrones fans, this is where they filmed joffrey's name day.more","Chester, United Kingdom",2014-10-01T00:00:00Z,good excercise to get there.,5,23,25,Jeanniebeannie777,"Reviewed January 22, 2015"
1557100285-982,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or100-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we went here with the game of thrones dubrovnik tour. was great to find out about the history of the fort and how it has been used for game of thrones - although this we all heard from out tour guide. without a tour guide...more,null,2016-10-01T00:00:00Z,the red keep,4,6,5,Charlotte-Rose S,"Reviewed October 10, 2016"
1557100290-996,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or80-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we visited (paid extra) this fort as part of our game of thrones tour. it was optional but we were glad we paid the additional amount as the history, stories from the tv series, and view for pictures were unmatched. we did not walk the...more","Washington DC, District of Columbia",2017-05-01T00:00:00Z,visited as part of a tour,5,109,20,courtneys271,"Reviewed May 9, 2017"
1557100245-823,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or250-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...when i went there, i was the only one inside. as mentioned before, it was used for filming game of thrones. there are some great views of the city walls and the sea. not much to see inside, though.more","London, United Kingdom",2013-10-01T00:00:00Z,surprisingly empty,4,119,70,ricdyin,"Reviewed October 14, 2013"
1557100272-932,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or150-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...take you camera as the views are largely the only reason (but a great one) for a visit - unless you are a game of thrones fan (which i'm not!).more,"Helensburgh, United Kingdom",2016-09-01T00:00:00Z,yet another great photo opportunity,4,208,96,PCorb17,"Reviewed September 20, 2016"
1557100288-988,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or90-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,fortress outside walled old town dubrovnik used in game of thrones as the red keep.  the setting is beautiful with great views of the city.  worth the walk up the hill.,"Salt Lake City, Utah",2016-11-01T00:00:00Z,it's the red keep!,4,146,28,Krazykat26,"Reviewed December 21, 2016"
1557100285-981,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or100-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,you can buy a pass that includes both the fort and the city walls. the fort is interesting to walk around-especially if you are a game of thrones fan.  there are a lot of thrones tours.  there were some nice views from here.,"Cincinnati, OH",2017-05-01T00:00:00Z,nice views,4,437,139,DavidandKim,"Reviewed June 11, 2017"
1557100298-1028,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or50-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we visited here as part of a game of thrones tour.

you do have to pay to go in, but keep the ticket as you can use it to get money off the ticket for the city walls.

lots of steps so may be a...more","Wigan, United Kingdom",2017-08-01T00:00:00Z,great views,5,101,21,pearl_dee,"Reviewed September 4, 2017"
1557100295-1016,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or60-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"as big game of thrones fans, it was so exciting to visit the famous site of kings landing. it costs 50 kuna to enter the fort. if you keep your ticket you get money off doing the city walls so make sure you do that...more","North East England, United Kingdom",2018-09-01T00:00:00Z,highlight of our trip,5,108,41,lauraaaaw8,"Reviewed October 14, 2018"
1557100251-852,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or230-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the ticket to the wall includes entry to this fort so don't throw it away! the fort is awesome and the views of the ocean and the old town are amazing. we visited in the morning and almost had the place to ourselves.,"Sterling, Virginia",2014-07-01T00:00:00Z,game of thrones castle!,5,25,8,Rejselysten62,"Reviewed July 15, 2014"
1557100272-927,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or150-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"we did one of the game of thrones walking tours, the ticket for the tour gave us free entry to the fort as well.  there isn't much to see at the fort, but if you are in to game of thrones, they filmed so many...more",London,2016-03-01T00:00:00Z,come here on a tour,5,69,53,London_Scooter71,"Reviewed April 5, 2016"
1557100259-880,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or200-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,visited the fortress as the first part of a got dubrovnik walking tour in august 2015. as well as great views to dubrovnik itself the fortress is rich in photo opportunities and of course got scene backdrops. probably best done with a guide if you...more,"Gordon, Australia",2015-08-01T00:00:00Z,a must see  for game of thrones fans,4,297,192,Canberrafella,"Reviewed August 17, 2015"
1557100270-914,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or160-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...game of thrones fans, this is where they filmed king joffrey's name day.  i didn't love it or hate the place, it's pretty bare, but you get some great photos of old town and the ocean!more","San Francisco, California",2016-07-01T00:00:00Z,free with your city wall ticket!,3,7,1,Jtwang8,"Reviewed August 17, 2016"
1557100275-933,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or140-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"one of the best places to see the old city from, as well as being part of the filming location for game of thrones. it is worht to take this tour if you are a fan of the series.",Jerez,2015-07-01T00:00:00Z,great views of the city,5,88,41,ka1200r,"Reviewed June 20, 2016"
1557100309-1072,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or10-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we only went here because our ticket for the city walls allowed us entry here the next day. it's a quick walk through but gives great views and lots of got scenes are set here.,"Wexford, Ireland",2018-08-01T00:00:00Z,well worth a trip esp if you like game of thrones!,4,104,64,TheWexican,"Reviewed August 17, 2018"
1557100253-856,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or220-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...i think it is worth the climb (steep stairs) just for the view you'll see once you're on top. a must to visit for any game of thrones fans as this was a film location.more,"Toronto, Canada",2015-02-01T00:00:00Z,worth the climb,5,26,12,mavandgoose,"Reviewed March 9, 2015"
1557100280-954,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or120-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,definitely worth a visit since entrance is included with the purchase of city walls ticket. unique view of the old city and relatively uncrowded before the game of thrones tours start showing up.,"Santa Monica, California",2016-09-01T00:00:00Z,early morning visit avoids the crowds,5,27,3,85ChiBears,"Reviewed September 8, 2016"
1557100280-958,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or120-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,this fort has great views of old town and the sea and is very peaceful. it's a nice escape from the city and the crowds. a few scenes from game of thrones were filmed here as well which is really cool!,null,2016-08-01T00:00:00Z,"worth seeing, but not super exciting",4,40,10,JessPaige615,"Reviewed August 21, 2016"
1557100295-1014,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or60-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...lots of game of thrones scenes were filmed here, and other scenes were filmed around the fort (such as joffrey's wedding) which you have a good view of.
entrance is included with your city walls ticket, though this is not that obvious.more","Cambridge, United Kingdom",2017-07-01T00:00:00Z,breathtaking views - go in the evening to avoid crowds,5,21,12,gudthing,"Reviewed July 30, 2017"
1557100275-937,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or140-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...apart from touring around the building there is not a lot more here to see. you will also see the game of thrones scenes.more,"Launceston, Australia",2016-04-01T00:00:00Z,wonderful views back to the old town,4,854,877,TassieTravellers99,"Reviewed June 3, 2016"
1557100295-1015,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or60-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...also, if you purchase a ticket here then your ticket for the walls will be at a discounted rate. i can't stress enough about how amazing this place is. also, it is the red keep for all the game of thrones fans.more","London, United Kingdom",2018-10-01T00:00:00Z,fort lovrijenac,5,165,82,JRachel95,"Reviewed November 11, 2018"
1557100259-879,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or200-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...we don't actually watch game of thrones but were informed this is where some filming took place and you do get a great sense of atmosphere.more,"Newcastle, United Kingdom",2015-05-01T00:00:00Z,on the set of game of thrones,5,275,118,Kath1722,"Reviewed May 5, 2015"
1557100295-1020,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or60-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,we were told as part of our game of thrones tour to not miss going in to this fort. but after going it i didnt feel like it was worth the 7 euros. its a nice view from there but there are many other spots....more,null,2017-06-01T00:00:00Z,quite a climb,3,101,21,975mehakc,"Reviewed July 5, 2017"
1557100282-968,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or110-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,...i also met a group tour especially for the game of thrones series and said that many scenes will take place again at dubrovnik for the forthcoming season 7. also a star wars movie will take place there! a very useful information is that you...more,null,2016-06-01T00:00:00Z,a game of thrones fairytale,5,46,21,Island g,"Reviewed June 20, 2016"
1557100270-915,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or160-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"if you're looking for the best views of dubrovnik & its walls, this is the place. it tends to get inundated with tour groups, but it's large enough to find quiet spots. added bonus if you're a game of thrones fan!","San Jose, California",2016-07-01T00:00:00Z,best views,4,107,39,kirstenkrazy,"Reviewed August 3, 2016"
1557100256-864,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or210-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...bonus if you are game of thrones fan as it looks down over kings landing and it is also site of the purple wedding. 
it was 42 c the day i climbed the 272 stairs so it almost did me in.more","Lethbridge, Canada",2015-07-01T00:00:00Z,kings landing,5,9,4,eleanor487,"Reviewed September 6, 2015"
1557100303-1045,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or30-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,"...impressively situated above the main gate into dubrovnikâ€™s old city and steeped in history, seems to be visitable today mainly as a game of thrones filming location. it is used quite a lot in the show, and anyone who has watched most of the episodes...more","Riga, Latvia",2018-01-01T00:00:00Z,great for game of thrones fans,3,1435,1041,Similtiades,"Reviewed January 11, 2018"
1557100251-848,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or230-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,the fort is well preserved and has an interesting history. it is the sight of many scenes from the series.,"London, United Kingdom",2014-08-01T00:00:00Z,game of thrones stage,4,14,2,Kathryn L,"Reviewed August 7, 2014"
1557100306-1057,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or20-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,you must visit the fort (the red keep) from game of thrones during any visit to dubrovnik old. the climb up to the fort is a challenge but well worth it. the fort has a great atmosphere and the panoramic views from the top are...more,"Market Weighton, United Kingdom",2018-07-01T00:00:00Z,very atmospheric with great views,5,121,37,David O,"Reviewed July 3, 2018"
1557100275-939,https://www.tripadvisor.com/Attraction_Review-g295371-d523463-Reviews-or140-Fort_Lovrijenac-Dubrovnik_Dubrovnik_Neretva_County_Dalmatia.html,visited this on the game of thrones tour as it was used on some of the scenes. prepare to climb many steps but worth it when you see the views.,"Wexford, Ireland",2016-05-01T00:00:00Z,spectacular views,4,86,15,Katrina H,"Reviewed May 28, 2016"
