ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1556980741-9733,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or40-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,seriously. upon entering you can feel the betrayal. in actuality we had a wonderful tour guide named sarah. we were going to just go in ourselves but she scouted us from the line haha! we learned so much about the history of seville and the...more,"Long Beach, California",2018-11-01T00:00:00Z,game of thrones: dorne,5,62,20,littlehighlittlelow,"Reviewed November 30, 2018"
1556980601-9260,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or520-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...game of thrones fans will find it a hoot, as many views are directly from dorne episodes. we even found time for a short snooze on a bench in the jardin ingles. this is a must stop for any traveler in spain!more","Chattanooga, Tennessee",2016-08-01T00:00:00Z,one of the best historical sites of my extensive travels!,5,49,4,Terry H,"Reviewed August 13, 2016"
1556980578-9176,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or600-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"when we came to seville i wanted to see orange tree. i found a ton of them in the alcazar garden. moreover few month after that when watching game of thrones we recognise the place. 
it's beautiful and must see","Paris, France",2015-03-01T00:00:00Z,orange tree vs game of thrones,5,29,2,Marionbul,"Reviewed August 31, 2015"
1556980598-9245,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or530-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,...my family are big game of thrones fans - so that was a plus that some of it was filmed here. if you visit seville - this is a must see.more,"Longmeadow, Massachusetts",2016-07-01T00:00:00Z,a very beautiful palace,4,22,5,Mary Kay K,"Reviewed July 28, 2016"
1556980715-9641,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or130-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...you must not pass the opportunity to tour the old palace - itâ€™s beautiful beyond words.  and, bonus, several dorne scenes from game of thrones were filmed there.  if youâ€™re a fan of history, art, or architecture then you will love this place.more","Dallas, Texas",2018-03-01T00:00:00Z,stunning,5,14,7,trip2ws,"Reviewed March 3, 2018"
1556980682-9535,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or240-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"remember the kingdom of dorne and house martell from hboâ€™s got? this is the location for all the palace and garden scenes! 

traveled to visit our daughter for her college semester abroad in sevilla. highly recommend this historical location. absolutely beautiful architecture. donâ€™t miss it!...more","Norfolk, Virginia",2018-02-01T00:00:00Z,a must-see for game of thrones fans,5,40,25,missys369,"Reviewed February 17, 2018"
1556980649-9417,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or360-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,real alcazar is worth the money for visiting it. this fantastic place was set for several episodes in game of thrones filmings. you will feel connected to the nature and the buildings' architecture is unique.,"Porto, Portugal",2016-07-01T00:00:00Z,a must visit,5,37,3,Edgar G,"Reviewed November 10, 2016"
1556980712-9638,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or140-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...get you ticket online and you will be able to jump the queues and secure your entrance (they have a limit per day).

on a geek note, for the fans of games of thrones, the water gardens were shoot on these gardens.more","Hastings, United Kingdom",2017-09-01T00:00:00Z,majestic and gorgeous,4,15,4,anabB4255PK,"Reviewed January 4, 2018"
1556980618-9319,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or460-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...you can just take a break from the city, walk around, lay in the shadow or search for the spot where the game of thrones scene was shot. why this world heritage place was more outstanding then the rest of spain's most beautiful city? because...more",null,2016-06-01T00:00:00Z,personal highlight of seville,5,12,0,Philipp B,"Reviewed June 19, 2016"
1556980750-9764,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or10-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"stunning gardens and scenery!  home of the current king and queen of seville and where they filmed games of thrones.

book your tickets in advance the day before is fine this will avoid very very long queues!!","Dartford, United Kingdom",2019-03-01T00:00:00Z,a must see place in seville,5,11,7,glennreis,"Reviewed March 29, 2019"
1556980635-9374,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or400-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,".... palace grounds as well... how many different tiles there is!! we are not such history buffs.. but this is a must see during your visit to seville!! and then you can see game of thrones and comment: look, we were there!! :)more","Rijeka, Croatia",2015-12-01T00:00:00Z,what a beautiful palace..,5,41,29,Sanja S,"Reviewed September 27, 2016"
1556980750-9761,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or10-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...stunning, and with its moorish feel you could be in arabia rather than spain, it's no wonder that it was used in game of thrones. the gardens are a calm oasis from the hustle and bustle of the city, and you can spend hours just...more","Blackburn, United Kingdom",2019-03-01T00:00:00Z,a beautiful oasis in the heart of the city,5,10,5,iarmstro,Reviewed 3 weeks ago
1556980593-9224,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or550-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"if you are a game of thrones fan, then you'll have to see this, because it's dorne! however, even if you are not a game of thrones fan, you still have to see it. this ""castle"" is simply spectacular. the courtyards alone are amazing, but...more","San Diego, California",2016-05-01T00:00:00Z,must see,5,116,41,carmenh9393,"Reviewed June 17, 2016"
1556980732-9707,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or70-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,...relatively small and entrance is bit expensive for the visit. gardens are beautiful. best part is association with game of thrones. otherwise can be skipped - not a must visit.more,null,2018-08-01T00:00:00Z,different,3,12,4,Yashu S,"Reviewed August 12, 2018"
1556980615-9302,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or470-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"the real alcazar, which has been used in the filming of many movies but recently viewed in game of thrones, is not far from what is seen on screen. the well kept foliage is definitely a main attraction but the ultimate is seeing all the...more","Bogota, Colombia",2016-06-01T00:00:00Z,so-so beautiful,4,189,47,Dre2013,"Reviewed June 12, 2016"
1556980596-9240,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or540-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"stunnning, well preserved buildings and gardens. if your a game of thrones fan or not, this will blow your mind.",null,2016-03-01T00:00:00Z,wonderful,5,92,77,AllWhoWander2016,"Reviewed June 20, 2016"
1556980553-9100,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or680-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,the entrance is free an hour before the closing time. there will be a loooooong line forming so do queue up earlier. the interiors are stunning and i can see why it makes such a great setting for the tv series. definitely a must-see for...more,"London, United Kingdom",2015-06-01T00:00:00Z,game of thrones fans...just go,5,29,17,Ying T,"Reviewed July 28, 2015"
1556980665-9471,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or300-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...i am a game of thrones fan so it was really great being in ""dorne"" for the day!  

we didn't pay a guide to take us around so we decided to rent a recorded tour guide...i would highly recommend it.  if you live there and...more","Knoxville, Tennessee",2017-10-01T00:00:00Z,worth the lines and the money!,5,59,68,chi09,"Reviewed March 7, 2018"
1556980629-9354,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or420-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,excellent place to visit in conjunction with the cathedral as just across the road featured in the game of thrones ! still used as a royal palace !,Leicester,2016-08-01T00:00:00Z,royal palace,4,20,6,WilliamLeicester,"Reviewed August 17, 2016"
1556980593-9228,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or550-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,game of thrones setting.  peacocks in the gardens.  gorgeous inside and out. don't miss the gardens!  the current royal family stays here during their visits to seville.,"Kirkland, Washington",2015-10-01T00:00:00Z,game of thrones setting...today and imagine historical intrigue from centuries before,5,355,170,lajolla1,"Reviewed October 6, 2015"
1556980677-9517,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or260-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,this is one of the many venues featured on game of thrones.  it was once a moorish place and then became the seat of spanish kings after the reconquest.  the gardens are spectacular and many rooms of the palace rival the alhambra. this is a...more,"Troy, Michigan",2017-01-01T00:00:00Z,game of thrones venue,5,599,150,1Rahhalatun,"Reviewed February 1, 2017"
1556980732-9705,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or70-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"real alcazar is a must see attraction, lovely gardens and buildings. game of thrones was filmed in there but unfortunately there is no access. definitely recommend",null,2018-08-01T00:00:00Z,amazing place,5,5,2,gregg p,"Reviewed August 20, 2018"
1556980744-9742,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or30-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...the gardens were extensive and very pleasant.  we enjoyed seeing some of the locations used on game of thrones!
it is a very large site. we spent about 3 hours there, we did not rush and we stopped for lunch.more",null,2019-02-01T00:00:00Z,impressive architecture and gardens,5,43,12,Cwjwales,"Reviewed February 3, 2019"
1556980741-9732,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or40-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"acazar is a smaller version of alambra , however its also very beautiful and interesting inside.  game of thrones was partly filmed there, nice combination of arabic and spanish architecture.  great, recomended",null,2018-12-01T00:00:00Z,simply amazing,5,2,0,danslide,"Reviewed December 7, 2018"
1556980596-9232,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or540-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...for game of thrones fans, you may find another level of enjoyment to your visit!(quite a few episodes use this palace as its back drop.)more","Melbourne, Australia",2016-07-01T00:00:00Z,unexpected top tourists attraction in saville,5,118,40,QisiangR_18,"Reviewed July 8, 2016"
1556980556-9104,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or670-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,some parts of season 5 has been shooting here! amazing old gardens with arabic architecture are welcoming stars. has to be seen double times now!,"Berlin, Germany",2015-06-01T00:00:00Z,game of thrones,4,40,20,ekinsukoc,"Reviewed May 31, 2015"
1556980601-9253,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or520-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,anyone who is a fan of the show will of course recognize this lovely garden. on a hot summer day it was lovely to walk around this small and perfectly formed garden.  well worth the visit.,"Margate, United Kingdom",2015-06-01T00:00:00Z,game of thrones,5,87,32,Anne G,"Reviewed March 3, 2016"
1556980578-9171,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or600-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...i was lucky enough to get in the week before game of thrones closed it down for filming, but that made it all the more special for me, as a fan, as i recognise so much of the gardens now in the tv series.more","Galway, Ireland",2014-10-01T00:00:00Z,"beautiful, interesting and peaceful",4,34,25,Dee_Ireland73,"Reviewed September 25, 2015"
1556980677-9511,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or260-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"lots of fun. living history. and game of thrones!!! lol. 
recommend getting the audio guide. don't miss the baths.
would do it again. also..... peacocks!!","Seattle, Washington",2017-06-01T00:00:00Z,just as beautiful as promised,5,8,1,damiank20,"Reviewed June 11, 2017"
1556980677-9512,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or260-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"we travelled to seville because my boys are game of thrones fans.  i bought tickets online and got there at 9am for the 9.30am opening, there were only a couple in front of us and once in, we went straight to where the scenes were...more","Colchester, United Kingdom",2018-06-01T00:00:00Z,prebook and get there early,5,6,2,tess425,"Reviewed June 27, 2018"
1556980724-9680,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or100-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...note that scenes from the tv show 'game of thrones' have been recorded here for 'the kingdom of doorn'. look eventually on youtube to explore the specific recorded scenes.

small cafeteria and souvenir shop features in the castle area.more","Copenhagen, Denmark",2018-05-01T00:00:00Z,don't miss the amazing alcazar castle,5,51,14,Michal G,"Reviewed May 22, 2018"
1556980724-9674,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or100-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...the gardens were outstanding and it was great time see where some of the game of thrones were filmed (dorne) although nothing was mentioned going round.
allow at least a couple of hours to take in all of the palace and gardens. we enjoyed the...more","Maidenhead, United Kingdom",2018-06-01T00:00:00Z,a must see in seville,5,305,84,Steve B,"Reviewed June 9, 2018"
1556980700-9598,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or180-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,wow if your a got fan . the  plan should be get a personnel  guide who knows all and sundry.  we had a guide who was brilliant just for the two of us as you jump the  queues which can be quite long indeed in...more,"Bredhurst, United Kingdom",2017-09-01T00:00:00Z,game of thrones dorn,5,45,23,ma02aca,"Reviewed September 27, 2017"
1556980643-9400,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or380-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...it is amazing, so beautiful and a game of thrones location to boot ! when our tour had finished we explored the gardens and went round the palace again by ourselves. you could spend all day here and i can't recommend it enough.more","Buckie, United Kingdom",2016-10-01T00:00:00Z,a must see,5,38,20,impala_10,"Reviewed October 14, 2016"
1556980685-9544,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or230-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...game of thrones fans will recognize it as the gardens of dorne! both the inside & out are spectacular!  give yourself plenty of time, sooo much to see! if you love architecture & history it's a must see.more","Chicago, Illinois",2018-05-01T00:00:00Z,"so much to see, make sure you give yourself enough time!",5,15,6,SuzanneS67,"Reviewed October 15, 2018"
1556980624-9338,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or440-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,definitely check this out if you are in seville! loved walking through all the gardens. the architecture is amazing! don't forget to check out the underground pool/bathroom facilities - very cool!,West Des Moines,2016-07-01T00:00:00Z,game of thrones!!,5,10,14,Ryan S,"Reviewed July 18, 2016"
1556980682-9539,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or240-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...we haven't watched even one episode of game of thrones so can't comment there, other than according to ta reviews this place is in it! 

we spent around 3-4 hours walking around the palace and gardens. we probably would have been quicker if it wasn't...more","London, United Kingdom",2017-06-01T00:00:00Z,book online and take lots of water,4,145,92,e-s03,"Reviewed June 28, 2017"
1556980613-9291,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or480-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...that being said, the line moves quickly.  game of thrones films here. unfortunately when we visited the gardens were closed because of wind.  the grounds look so beautiful from afar.  the buildings were amazing and we couldn't stop taking pictures.  a definite must see.more","San Francisco, California",2016-05-01T00:00:00Z,amazing tile work,5,50,15,Kelly S,"Reviewed May 31, 2016"
1556980741-9739,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or40-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...alcazar has been getting more and more popular, ever since the filming of game of thrones. as a result, it's recommended to purchase tickets in advance for a specific reservation time slot.

they won't let you in until 10 minutes before your time slot. the...more","San Francisco, California",2018-10-01T00:00:00Z,amazing - get tickets in advance,5,12,6,zhaovickie,"Reviewed November 6, 2018"
1556980741-9740,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or40-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...there is also a cafe with a seating area in one of the gardens.
part of the garden was used in game of thrones.
it was well worth a visit.more",null,2018-06-01T00:00:00Z,nice afternoon in sunny seville,4,10,4,Barbara W,"Reviewed November 6, 2018"
1556980700-9591,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or180-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...that scene in game of thrones where ellaria sand brings up her beef with dorne's ruler overlooking some gorgeous gardens? 

it's here. 

oh yeah, and there's plenty of history and all the other stuff that goes along with it. but i went there because i...more","Guatemala City, Guatemala",2017-10-01T00:00:00Z,dorne,5,66,47,Nicholas Y,"Reviewed October 10, 2017"
1556980621-9322,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or450-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...the architecture inspired by arabs but when you walk into the garden you may transfer yourself into the kingdom of dorne in game fo thrones..,and that for me was a highlight!!! and do not forget to see maria de padilla bathrooms in the palace -...more","Ljubljana, Slovenia",2016-06-01T00:00:00Z,a must see for the fans of game of thrones (and everyone else),5,130,40,petra h,"Reviewed June 19, 2016"
1556980724-9672,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or100-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,...the building has been modified after the spaniards took control of the region.one of the game of thrones chapters was filmed here. i think it was during the episode where cerciâ€™s brother ( the one that does her) experiences the death of his daughter.more,"Johnson City, Tennessee",2018-06-01T00:00:00Z,you have to see this amazing architectural piece,5,60,28,CarlosJuarez1000,"Reviewed June 18, 2018"
1556980635-9375,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or400-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...the wonders that extend almost as much as the eye can see, no wonder this place has also been picked as a game of thrones filming location! the architecture of the different rooms, the arches, details of the doors, the art work... everything here is...more","Basel, Switzerland",2016-04-01T00:00:00Z,dream-like location!,5,108,44,Dindiosk,"Reviewed September 25, 2016"
1556980660-9454,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or320-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...style to the alhambra but on a more intimate scale, the alcazar should not be missed while in seville (doubly so for game of thrones fans, since some episodes were filmed here). the entrance is near the cathedral. we booked our tickets online, though when...more",Malaysia,2017-12-01T00:00:00Z,definitely visit the alcazar when in seville,5,517,231,jchong,"Reviewed December 24, 2017"
1556980712-9637,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or140-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"the real alcatraz is a beautiful palace set in home of the most sumptuous gardens you will ever see (location for game of thrones water garden in dorne).

well worth a visit but the queues are horrendous to get in. save yourself effort and buy...more","Stoke Golding, United Kingdom",2018-01-01T00:00:00Z,elegant palace with a huge history (and queue),5,18,2,Andychambo,"Reviewed January 4, 2018"
1556980610-9281,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or490-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"i am not a fan of the series game of thrones but i really find this place simply magical!! my husband, though, is a fan and he says this is dorne in the series. i loved it!! the place is so huge and everything there...more","Manila, Philippines",2016-05-01T00:00:00Z,too beautiful for words!!!,5,38,7,chugaud,"Reviewed May 12, 2016"
1556980709-9622,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or150-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,...it was huge! interesting to go around the buildings and gardens while enjoying the fusion of architecture. i took a photo in a spot where game of thrones was filmed. lots of orange trees everywhere in the park.more,"London, United Kingdom",2017-12-01T00:00:00Z,"love it, one of the best highlights of seville!",5,74,16,kathhh10,"Reviewed December 19, 2017"
1556980641-9388,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or390-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"a marvel of mudejar architecture, the real alcazar is best known as one of the filming sites of game of thrones. the best part of the alcazar is the stunning mudejar palaces of pedro the cruel, and the gorgeous gardens. the renaissance and gothic/baroque parts...more","Melbourne, Australia",2016-09-01T00:00:00Z,highlight of seville,5,455,132,sonsonator,"Reviewed October 4, 2016"
1556980660-9460,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or320-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...being big ""game of thrones"" fans we were looking for where the filming took place. our guess was that they spliced several parts of the real alcazar to depict the palace and gardens of dorn in the tv series. you will be captivated by this...more","Westerville, Ohio",2017-11-01T00:00:00Z,real alcazar (royal palace) - get the guided tour and save time for the gardens,5,196,108,636darylk,"Reviewed November 25, 2017"
1556980674-9504,https://www.tripadvisor.com/Attraction_Review-g187443-d191139-Reviews-or270-Real_Alcazar-Seville_Province_of_Seville_Andalucia.html,"...although some parts are busy - especially liked by game of thrones fans as a lot was filmed there- you can easily wander in part of the gardens which are way more peaceful with glorious flora everywhere. 

a must for a visit to sevillemore","Munich, Germany",2018-05-01T00:00:00Z,real alcã¡zar is stunning but also very popular,4,97,22,Susieb2201,"Reviewed May 27, 2018"
