ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557164682-1887,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or200-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this is a brilliant picture perfect harbour with a small cafã© selling great ice cream etc. a steep drive down to the harbour and plenty of parking, stroll along the harbour wall, high cliffs and wonderful sea views. you can see a scottish island in...more",United Kingdom,2017-08-01T00:00:00Z,picture perfect small harbour with brilliant views.,5,737,415,Steve H,"Reviewed August 9, 2017"
1557164703-1957,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or130-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we took the antrim coast road with a few stops- this was definitely the highlight! it was cold, wet and windy- just what the iron islands are! beautiful coast line, with a beautiful little cafe (irish stew to die for at a great price!) blow...more","North West England, United Kingdom",2018-01-01T00:00:00Z,great little harbour (don't tell theon ;)),5,129,42,CatieB1980,"Reviewed January 21, 2018"
1557164644-1764,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or330-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this little harbor was a pleasant surprise and worth the detour off the main road to get to it.  there are volcanic column rocks like a mini giant's causeway.  we all had fun climbing on them.  my son actually liked this place better than the...more,"Boston, Massachusetts",2016-04-01T00:00:00Z,a mini giant's causeway,5,17,8,paullU8986XR,"Reviewed August 18, 2016"
1557164738-2079,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or10-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,stunning place of beauty and home of the got iron islands. we were pleasantly surprised when we got here. not alot there but it is a stunning place of beauty and so quiet. nice to have a coastal walk and admire the area.,"Worcester, United Kingdom",2019-04-01T00:00:00Z,a must visit,5,53,16,Miffy82,Reviewed 3 weeks ago
1557164604-1618,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or470-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"a short trip of the main road you step into a great view of the harbour and sea. 

nothing against games of thrones but this place is a hidden gem well better just a tick on the games of thrones your match. 

i loved it...more","Glasgow, United Kingdom",2015-09-01T00:00:00Z,a movie in the coast,5,30,12,Meander268703,"Reviewed September 9, 2015"
1557164615-1666,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or430-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"took foreign friend here recently. he's a huge game of thrones fan so was in his element.

we went early in the morning so cafe wasn't open bit we avoided the bus tour hoards. 

rocks were great for scrambling on and sea was epic and...more","Derry, United Kingdom",2015-11-01T00:00:00Z,very cool,4,83,79,Aoibheann C,"Reviewed November 8, 2015"
1557164732-2059,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,just west of ballintoy follow a winding road down to the lovely coastal scenery of ballintoy harbour.,"Brisbane, Australia",2018-11-01T00:00:00Z,lovely coastal scenery,4,347,118,Keith M,"Reviewed December 8, 2018"
1557164715-1997,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or90-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,great views and nice small cafe here. famous now for film location for game of thrones. worth a quick stop!,"Tacoma, Washington",2018-06-01T00:00:00Z,random stop (got scene),5,82,27,gubulldogs,"Reviewed June 26, 2018"
1557164688-1909,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or180-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,a winding road gives you glimpses of this quite impressive harbour. nestled into the coastline this is a beautiful place to visit. there is limited parking at the harbour and it was full the day we popped down and no parking nearby. well worth it...more,Ireland,2017-08-01T00:00:00Z,beautiful harbour,5,47,38,Ack75,"Reviewed August 26, 2017"
1557164635-1735,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or360-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"advised to check this little harbour out. 
lovely little walk with stunning views,  a coffee house that sells amazing cakes.
superb walks and little beached area also has public toilets which are clean. road to harbour twists and turns so drive with care. recommend a...more","Newtownabbey, Northern Ireland, United Kingdom",2016-07-01T00:00:00Z,a little rest spot,5,50,25,DylanT1,"Reviewed July 7, 2016"
1557164583-1554,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or540-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy harbour is a must visit if you are in the area simple pleasures the sea rushing in over the rocks is stunning a simply beautifull natural experience you wont be disappointed,"Ballymena, United Kingdom",2014-07-01T00:00:00Z,must go there,5,84,70,Arnold C,"Reviewed November 18, 2014"
1557164712-1987,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or100-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this is a great stop over... if your a got fan for me this was a highlight.. alot of other visits you can't see what you see when watching got but the iron islands and the greyjoys you can picture this very clearly.. so peaceful...more,"Folkestone, United Kingdom",2018-06-01T00:00:00Z,searching for iron islands,5,324,119,tickers24,"Reviewed June 2, 2018"
1557164663-1820,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or270-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we spent a peaceful few hours here, walking and taking photographs and just basically taking in the breathtaking views.","Newtownards, United Kingdom",2017-02-01T00:00:00Z,breathtaking,5,68,41,Amanda n,"Reviewed February 27, 2017"
1557164721-2024,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or70-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"i stayed in a cottage in the harbour ones of the most beautiful places on the coast . part of the coastal walk which will take your breath away from the whitepark beach to dunservick harbour and castle is outstanding.
lovely cafe in the harbour...more",null,2018-07-01T00:00:00Z,a must see..,5,8,1,666sic,"Reviewed August 1, 2018"
1557164612-1647,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or440-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"i had never need in ballintoy before and we visited with the kids.

beautiful rugged scenery and a beautiful harbour that was used in game of thrones.

we all really enjoyed the breath taking scenery and would recommend a visit at any time of the...more","Castlebar, Ireland",2015-11-01T00:00:00Z,wonderful dramatic coastline,5,297,123,Michael C,"Reviewed November 8, 2015"
1557164697-1938,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or150-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,a very atmospheric but not well publicised area. we stumbled across it late in an afternoon but it was great. could have explored the rocky outcrops for hours if the weather had allowed it. the addition of decent public toilets was a bonus.,"Glasgow, United Kingdom",2017-10-01T00:00:00Z,a hidden gem,5,33,6,NewlyWedMrs,"Reviewed October 19, 2017"
1557164558-1464,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or630-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"balintoy harbour cafã© is the best, staff are friendly, helpful and the surrounding area is gorgeous and so well kept. the food is home cooked so you can feed the kids without worry.","Manchester, United Kingdom",2012-07-01T00:00:00Z,cafe,5,13,3,valerie m,"Reviewed May 10, 2013"
1557164709-1980,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or110-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,the harbour is so beautiful. stopped on a game of thrones tour and it was stunning. this area serves as part of the iron islands in the show. there were so many fans of the show wandering around.,"Columbus, Ohio",2018-04-01T00:00:00Z,beautiful area,5,137,36,Lisa B,"Reviewed April 29, 2018"
1557164735-2075,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or20-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"a quaint location at the end of the road, there is a tea shot at the harbour and great location for photography. will re-visit",null,2018-09-01T00:00:00Z,great,4,49,11,Ken D,"Reviewed January 16, 2019"
1557164621-1682,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or410-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,visited as part of a game of thrones location tour - several key locations around the harbour. very picturesque location.,"Great Bookham, United Kingdom",2016-03-01T00:00:00Z,got location tour,5,219,53,abarnett617,"Reviewed March 28, 2016"
1557164685-1901,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or190-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,the views are great and the little cafe is charming! the cake really is excellent! worth a visit. although there isn't a great deal to do it's an hour well spent.,null,2017-08-01T00:00:00Z,great stop off,5,17,2,warrenkate,"Reviewed August 17, 2017"
1557164592-1582,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or510-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"ballyintoy harbour is idyllic, in the summer there is a small coffee shop that does caters for light meals.  from the harbour you can walk around the coast west to white park bay, a stunning walk, unparalleled in majestic beauty.","Belfast, United Kingdom",2015-05-01T00:00:00Z,the most picturesque harbour in ireland.,5,119,60,Mark_L_Belfast,"Reviewed June 23, 2015"
1557164633-1723,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or370-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"the coast of northern ireland is stunning, and ballintoy harbour is surely a crowning jewel among all that storied coastline. we could have stayed there the entire day, soaking up the scent of the sea, the crash of the waves, the cry of the gulls...more",Gothenburg,2016-06-01T00:00:00Z,a jewel among jewels,5,31,11,Balerion,"Reviewed July 1, 2016"
1557164641-1747,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or340-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this was my second visit to the harbour: i didn't realize on my first visit how narrow the drive down was, but the area itself is absolutely gorgeous, even on a windy, gloomy day. you can walk all along the harbour and out onto the...more","Northern Ireland, United Kingdom",2016-08-01T00:00:00Z,stunning area!!,5,16,2,Jenna M,"Reviewed August 14, 2016"
1557164674-1866,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or230-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,have explored a lot of the antrim coast and this is a gem of a find. could walk for 5 mins or 5 hours from here. lovely spot for a picnic. nice cafe. photographers paradise!,"Lanark, United Kingdom",2017-06-01T00:00:00Z,beautiful spot,5,25,21,Louise C,"Reviewed June 10, 2017"
1557164551-1447,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or650-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"one of the spots we requested to see was ballintoy harbor, it was an amazing spot to see, we were super stoked to see iron islands and where the bastards were made! i was so happy to experience this sight and i feel its a...more",null,2019-04-01T00:00:00Z,great got spot - taxitoursni,5,2,0,McCains1788,Reviewed 2 weeks ago
1557164561-1474,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or620-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,beautiful day. beautiful harbour.  zumbateering...dancing on the beach followed by jumping off rocks! - the new thing to do!,"Belfast, United Kingdom",2013-07-01T00:00:00Z,zumbateering,5,3,2,Karen M,"Reviewed July 8, 2013"
1557164601-1616,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or480-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this small harbour is gorgeous and well worth a visit. although we did not stop for too long, the cafe looked lovely and my friend who popped in said the cakes looked delicious.","Tadworth, United Kingdom",2015-08-01T00:00:00Z,gorgeous,5,63,56,thatsamore,"Reviewed August 11, 2015"
1557164685-1906,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or190-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,another stop on the game of thrones filming locations sights. it is a beautiful picturesque area worth the visit there is the harbour a shop a cave and a coastal walk which goes to the rope bridge on the causeway coastal route. the road down...more,"Waterford, Ireland",2017-08-01T00:00:00Z,picturesque ( game of thrones),5,26,13,jamessT9214TH,"Reviewed August 9, 2017"
1557164583-1548,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or540-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this is a nice peaceful place to stop and get out to stretch your legs.  the coast is pretty and peaceful.  the road down to the harbor gets very narrow so go slow and watch out for other cars and pedestrians.,"Anchorage, Alaska",2014-12-01T00:00:00Z,nice place for a rest stop,4,102,60,A-Eland,"Reviewed January 11, 2015"
1557164644-1761,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or330-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we visited ballintoy harbour last year and couldn't wait to go back. last time it was a very windy day and the sight of the waves crashing over the rocks as we drove down the winding road was awesome. we fell in love with the...more,"Dundee, United Kingdom",2016-07-01T00:00:00Z,love this beautiful place,5,21,14,kath t,"Reviewed August 20, 2016"
1557164621-1680,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or410-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,on our way home from portrush i took the family down here as we are game of throne fans and i remember being told this was a filming location.. what a lovely we harbour kids had fun climbing over rocks and throwing stones into the...more,null,2016-03-01T00:00:00Z,quick stop,4,6,16,Mark M,"Reviewed March 30, 2016"
1557164650-1782,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or310-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"easily missed, in between carrick-a-rede and giants causeway is an idyllic olde worlde harbour at ballintoy. it's off the beaten track and well worth the detour.",London,2016-09-01T00:00:00Z,beautiful rustic harbour,5,11,14,pulcinella2uk,"Reviewed September 5, 2016"
1557164581-1541,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or550-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"while getting down to the harbor was a bit tight, the views were worth it. one is afforded a beautiful view of the coast, and this is a must-stop for any 'game of thrones' fan.","Billund, Denmark",2014-10-01T00:00:00Z,a hidden beauty,4,62,18,btking854,"Reviewed October 15, 2014"
1557164555-1452,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or640-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"this is a lovely little harbour, with an amazing cafe that sells home made cakes.  i recall this place form when about 25 years ago, and they still sell the best lemon meringue pie ever!!!","North Baddesley, United Kingdom",2013-04-01T00:00:00Z,lovely little harbour with great cafe,5,59,26,ibitufizz,"Reviewed April 13, 2013"
1557164551-1442,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or650-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"a beautiful harbour with some great views. loved being able to see it in person after watching it in the show. sadly didn't get in to the cafe as it was packed out but hopefully will be back again.

one warning though. the drive down...more",null,2019-04-01T00:00:00Z,a must for game of thrones fans,5,5,0,Rachypixie,Reviewed 5 days ago
1557164592-1584,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or510-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"was in the cafe on thursday, must be new owners, disappointed, tinned fruit in the apple tart and rhubarb tart, sweet and tasteless.","Cookstown, United Kingdom",2015-06-01T00:00:00Z,cafe.,5,12,4,briegem329,"Reviewed June 12, 2015"
1557164589-1571,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or520-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"lovely spot just to enjoy the view - waves breaking over rocks, seabirds, surrounding hills and cliffs.  the cafe is great, serving lovely home-made food and the service is very friendly.  while we were there, enjoying lunch in the sunshine at the tables outside the...more","Medway, Kent",2015-05-01T00:00:00Z,beautiful place,4,65,27,Wendy B,"Reviewed May 19, 2015"
1557164723-2027,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or60-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"just happened to notice this harbor driving towards carrick bridge. what a crazy winding road down to the harbor. that was half the fun, getting there. the harbor is a cute photo op kind of place.","Albany, New York",2018-08-01T00:00:00Z,unexpected stop,4,150,43,trav3llers,"Reviewed September 6, 2018"
1557164682-1894,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or200-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"visited a couple of weeks ago when the weather was great.
visited twice in one day. during the morning and then in the evening to watch the sun go down.
great place to have a  bbq (disposable) but remember to clear up any mess.
restaurant...more",null,2017-07-01T00:00:00Z,stunning and breathtaking scenery,5,20,14,Debbie J,"Reviewed July 29, 2017"
1557164638-1744,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or350-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,very quaint harbor well worth driving down the narrow winding road to get there.  nice views and coastal scenery.,"Beaverton, Oregon",2016-07-01T00:00:00Z,worth driving down,5,40,6,Patrick W,"Reviewed July 27, 2016"
1557164680-1886,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or210-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this little gem is well worth a visit. it's off the track on a windy road so buses can't get in. the little harbour cafe serves great homemade scones and there is a great little harbour to look around.,null,2017-07-01T00:00:00Z,a great place to visit off the track,4,94,35,SNTas,"Reviewed July 13, 2017"
1557164688-1914,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or180-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,completely over run with tourists sadly. i cannot imagine why as when i was a child it was not known! go out of season.,"Western Australia, Australia",2017-08-01T00:00:00Z,ballintoy harbour,3,689,242,Maturity,"Reviewed August 21, 2017"
1557164732-2065,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we originally weren't going to stop here as we were coming into the area to see giant's causeway and thought it might be too crowded or difficult to get to.  we also thought, since only a couple small scenes from got's had been filmed here,...more","Seattle, Washington",2018-05-01T00:00:00Z,a magical location!!!!!!!!,5,1098,275,redhead_roaming,"Reviewed October 28, 2018"
1557164677-1869,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or220-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we came across the harbour on our walk back from carrick-a rede rope bridge. an unexpected delight. beautiful view and a lovely spot with children playing on the beach. the dessert shop had amazing looking desserts but we only had time for the honeycomb ice...more,null,2017-06-01T00:00:00Z,beautiful little spot,5,70,19,Frances D,"Reviewed July 12, 2017"
1557164718-2013,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or80-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this was a great little spot with tremendous views.  it is perfect to come over to here while you are waiting for your timed slot at carrick-a-rede rope bridge.  we had a couple of hours to kill before our timed slot and came over here....more,"Lawrence, Kansas",2018-05-01T00:00:00Z,great spot if your waiting for carrick-a-rede rope bridge,5,37,14,lcjayhawk,"Reviewed July 5, 2018"
1557164677-1867,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or220-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"parking was hard to find, but other than that this was a wonderful place to visit. the rocks are fun to scramble over and the views are quite dramatic. definitely worth visiting","Guildford, United Kingdom",2017-07-01T00:00:00Z,gorgeous!,5,70,26,Suzie L,"Reviewed July 13, 2017"
1557164566-1488,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or600-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,visited today it has a narrow road down but beautiful area with stunning views and a very peaceful area. it is definitely well worth a visit.,Armagh,,ballintoy harbour,5,81,82,armaghpaula,"Reviewed November 24, 2013"
1557164609-1645,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or450-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we came late in the day when the sun was low.  just beautiful.  busker playing all added to the effect.  try the cafã© on the way into the village.  it was excellent.,"Aberdeenshire, Scotland",2015-08-01T00:00:00Z,wonderful,5,79,66,sandi_ellon,"Reviewed October 6, 2015"
1557164589-1574,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or520-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"great scenary at the popular, busy harbour.  queue to park.  game of thrones filming location- pyke harbour.",null,2015-05-01T00:00:00Z,great scenery,4,120,53,Egoth,"Reviewed May 12, 2015"
1557164648-1776,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or320-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy harbour is a beautiful place to visit. we popped down a visit on a drive around. very busy on a summer evening due to it being the game of thrones attraction. well worth a visit,"Coleraine, United Kingdom",2016-08-01T00:00:00Z,a drive around the coast,4,14,0,Kirsty M,"Reviewed August 24, 2016"
1557164558-1463,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or630-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this is a beautiful little harbour we stopped for a couple of minutes as we were on a day trip with a group.. the drive to get here was enjoyable a lot of stunning views.. perfect location for brilliant photos :),"Birkirkara, Malta",2012-06-01T00:00:00Z,beautiful place:),3,55,20,eleonoram941,"Reviewed May 15, 2013"
1557164583-1551,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or540-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we own a static caravan just around the coast in portrush.
can't keep away from ballintoy, fantastic place , fantastic people.
great views, the cafe is lovely.","Belfast, United Kingdom",2014-10-01T00:00:00Z,we love it.,5,13,2,NorthCoastRocks,"Reviewed December 10, 2014"
1557164604-1623,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or470-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we were here on a beautiful day, if you are a got fan, it will be a real thrill.  still a great spot to see the local art, view the small harbor and get a sense of a a simpler life. check out the hidden...more","stratford, ct",2015-08-01T00:00:00Z,game of thrones picked it for a reason,5,67,51,tuxedoavenue,"Reviewed August 24, 2015"
1557164641-1756,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or340-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"a quick stop off point - there is a cafe, but we didn't go it.  it's very nice and explains a little about the lime production in the region.","Castlebar, Ireland",2016-08-01T00:00:00Z,very nice,5,187,77,Martin O,"Reviewed August 8, 2016"
1557164666-1827,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or260-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"again for game of thrones fans, a stop-off not to be missed. part of the causeway coast tour and even the drive down from the main road is interesting. walk around the corner from the car park and poke your head into the caves","Dungannon, United Kingdom",2016-09-01T00:00:00Z,superb,5,191,147,S0par,"Reviewed April 23, 2017"
