ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557176853-15242,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or110-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,i guess this is popular with people because of the association with the game of thrones.  but it is a rather average attraction with a row of old trees down a country lane. it has some beauty and the age of the trees of 250...more,"Kiev, Ukraine",2018-10-01T00:00:00Z,the dark hedges is a row of trees,3,604,243,Glen W,"Reviewed October 8, 2018"
1557176719-14719,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or640-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,we've been coming here since before it appeared on got. i remember a time when it was just the two of us walking and the the occasional passing car. now there are cars and tour busses and people everywhere. all the trees are now carved...more,null,2016-09-01T00:00:00Z,"""destroyed""",3,3,1,Madirishman1916,"Reviewed September 18, 2016"
1557176626-14357,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or1000-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"beautiful formation of trees on a small street.
must stop on your way from or to the gian't causeway and take some pictures.","Panama City, Panama",2015-07-01T00:00:00Z,nice stop on your way to or from the giant's causway,4,471,192,Jeap12,"Reviewed August 9, 2015"
1557176739-14794,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or560-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"good place to visit, specially if you watch game of throne. 
if you go to northern ireland i recommend you to include this place on your trip.","Porto, Portugal",2017-03-01T00:00:00Z,lovely place,4,22,2,MarisaVidal,"Reviewed March 14, 2017"
1557176817-15101,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or250-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,a short stop on our tour but so well worth it.   the trees have a mysterious and foreboding  presence and i couldn't help to think what it would be like to walk this lane on a moon lit night. (cue up the howling wolves ),Illinois,2018-04-01T00:00:00Z,trees that belong in a novel,5,30,7,Mary M,"Reviewed May 15, 2018"
1557176762-14888,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or470-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"even if you don't watch got, this tour is still breathtakingly beautiful. our family on this trip consisted of me, my husband, my mom and my two kids 9 and 14. we all loved it and had a blast. our guide and driver were absolutely...more","Tacoma, Washington",2017-07-01T00:00:00Z,beautiful tour,5,13,5,brittanyj04,"Reviewed July 1, 2017"
1557176653-14454,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or900-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"wonderful place to stroll among ancient trees that almost seem to be reaching out for a hug or tug.  voted one of the top five tree tunnels in the world, this is a must-see for anyone visiting the more famous nearby places like bushmill's distillery...more","Oshkosh, United States",2015-09-01T00:00:00Z,surreal and picturesque,5,37,16,CindyJoeP2005,"Reviewed November 10, 2015"
1557176594-14233,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or1120-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"for non game of thrones fans ( and possibly including some fans), this is simply a road with interesting trees. i'm a massive got fan so i was happy we just happened to be staying nearby. i think even if you aren't a fan of...more",null,2015-01-01T00:00:00Z,pretty cool,5,65,36,Jules H,"Reviewed February 18, 2015"
1557176672-14534,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or820-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"near armoy, north of ballymoney.
just some old trees lining a street, like in hundreds, if not thousands, of places in the world. not worth the drive or time.","Chicago, Illinois",2016-05-01T00:00:00Z,not worth the trip,3,307,132,TonyM_WorldTraveler,"Reviewed May 20, 2016"
1557176662-14499,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or860-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"i recommend this tour with mc combs tour, especially if you are lucky enough to have this tour with our lively and funny tour guide derick. their coastal tour was really worth it. :)","Milton Keynes, United Kingdom",2016-03-01T00:00:00Z,game of thrones tour :),4,2,0,krystletan03,"Reviewed March 12, 2016"
1557176709-14673,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or680-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"we hadn't intended to visit this site but it was en route to our destination and our son keenly watches game of thrones and i remembered it had featured in the 2012 countryfile calendar, so we thought we'd take a look.  there is a dedicated...more","Cambridge, United Kingdom",2016-08-01T00:00:00Z,tunnel of ancient trees,4,120,55,Jacki51,"Reviewed August 27, 2016"
1557176645-14423,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or930-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"made iconic in the television series game of thrones, dark hedges are a mystical formation of trees that line the road in the countryside.
they really do have to be seen to be believed",Belfast N .ireland,2015-08-01T00:00:00Z,you have to see it,5,108,114,Timhedgley,"Reviewed October 14, 2015"
1557176855-15252,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or100-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"this is most relevant for game of thrones fans.  we have not watched the show, but it was still a nice, quick stop between other places we visited.  the trees are amazing to walk under.  we also had fun watching got fans dressed up in...more",Philadelphia,2018-09-01T00:00:00Z,cool tree cover,4,260,77,Patty J,"Reviewed October 18, 2018"
1557176616-14316,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or1040-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"this is nothing exceptional, merely a country lane in which the branches of the trees in the hedges meet in the middle of the lane.     interesting as a curiosity,but takes only a few minutes to walk through.","Cwmbran, United Kingdom",2015-06-01T00:00:00Z,dark hedges,3,5,2,JESANDJES,"Reviewed July 7, 2015"
1557176683-14575,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or780-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"one of the places i always wanted to visit. it really is spectacular, apparently some trees succumbed to the winter storms, however it hasn't taken anything away from the view along this stretch of road. it really is worth a visit. however the amount of...more","Larne, United Kingdom",2016-06-01T00:00:00Z,beautiful location.,5,21,6,Reah B,"Reviewed June 26, 2016"
1557176658-14473,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or880-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"we were driving from belfast to bushmills and took the time to stop here.  it isn't particularly easy to find and based on the way we got there, looking for signs won't get you there.  however, it was so worth the effort.  just driving up...more","Zionsville, Indiana",2015-11-01T00:00:00Z,definitely worth a visit if you are in n. ireland,5,144,47,AllisonW495,"Reviewed January 30, 2016"
1557176732-14769,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or590-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"as we've never seen the hit show ""game of thrones"" we couldn't decide if this place would be a hit with us or not! well i can tell you it's more than worth a visit. a nice touch in the autumn frost too!",Liverpool,2016-11-01T00:00:00Z,perfect,5,55,19,Abbiehatton,"Reviewed November 17, 2016"
1557176732-14763,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or590-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"first of all, even if you're not a game of thrones fan you'll still enjoy visiting the dark hedges. yeah, it's basically one road lined with trees, but it's well worth stopping if you're in the area, or visiting the antrim coast. 

as some other...more","Lawrenceburg, IN",2016-10-01T00:00:00Z,very cool..too bad about the morons,4,309,288,Linerguy,"Reviewed December 10, 2016"
1557176807-15064,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or290-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,if you are on your way to the rope bridge or the giant causeway this is a stop which i would recommend. if your are got fan or not it is worth stopping by and have a little walk. it has some kind of a...more,"London, United Kingdom",2018-03-01T00:00:00Z,mystic touch,4,204,166,559tobiasr,"Reviewed March 19, 2018"
1557176660-14480,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or870-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"beautiful place, lots of people about so it was quite hard to take photos without tourists in the background... great photo opportunity's here",null,2016-02-01T00:00:00Z,sheree,5,49,28,Sheree M,"Reviewed March 10, 2016"
1557176772-14929,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or430-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,visited due to game of thrones. fantastic. mystical. nice walk up the road taking in the views. didnt go into the house at the end,"London, United Kingdom",2017-08-01T00:00:00Z,beautiful,5,26,25,drg1122,"Reviewed August 8, 2017"
1557176833-15165,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or190-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"this is for people interested in got or in photography in general, this is just an access road used for filming, the hedges form an amazing arch and depending on the time of day the light makes all the difference in the world - i...more","Belfast, United Kingdom",2018-07-01T00:00:00Z,game of thrones filming location - stunning view,5,62,22,JAngelS73,"Reviewed July 10, 2018"
1557176613-14303,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or1050-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"photo ops abound. we drove up and down it several times on the way to our b&b.  sometimes there were a lot of people, other times not.  if it's crowded when you stop the first time, try again.","Van Buren, Ohio",2015-06-01T00:00:00Z,picturesque,5,11,6,Belinda L,"Reviewed June 28, 2015"
1557176822-15125,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or230-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"good to stop at this place if you are near by, no dedicated parking, can walk in street and have great pics.","Bengaluru, India",2018-04-01T00:00:00Z,good for a stop and pics,3,20,6,Amit K,"Reviewed May 27, 2018"
1557176556-14084,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or1270-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"planted over 200 years ago, the view down bregagh rd of these beech trees is stunning. don't miss it if you've got a car.","Lincoln, United Kingdom",,amazing and free,5,513,226,Renoir999,"Reviewed July 17, 2012"
1557176729-14756,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or600-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,indeed. they are trees. they are old. they are bendy. they are very nice. many other people agree. very nice trees.,null,2016-10-01T00:00:00Z,yup. nice trees,4,15,9,Matthew T,"Reviewed October 28, 2016"
1557176724-14733,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or620-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"the dark hedges is an amazing natrual attraction near the antrim coast. made famous by the game of thrones show, this is quite possibly one of the most popular attractions around! it is well worth a visit. seeing the beech trees arching overhead, twisting and...more",null,2016-09-01T00:00:00Z,stunning natrual display,5,22,6,Sinead T,"Reviewed October 10, 2016"
1557176732-14764,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or590-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,so worth a drive out to dark hedges  it's 15-20 min from rope bridge ... we done giants causeway also on same day but hedges was my favourite ... it was picturesque soooo  beautiful we got lucky the fog was falling down on it made...more,"Ballybofey, Ireland",2016-12-01T00:00:00Z,stunning ðÿ˜�ðÿ˜�ðÿ˜�,5,48,23,marieadocmcginty,"Reviewed December 7, 2016"
1557176699-14635,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or720-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,i had seen pictures of the dark hedges but when you see them yourself they are awe-inspiring. the trick is to be there and take a photograph when no one else is walking down the road as lots of tourists come. great for fans of...more,"Llanfechell, United Kingdom",2015-09-01T00:00:00Z,"spectacular, nothing like it!",5,652,221,JohnTripAdviser,"Reviewed August 4, 2016"
1557176840-15191,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or160-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"even if you couldn't care less about game of thrones (like me), this is still a pretty area to visit. however, it always seems to be crowded unless you arrive super early or late. if you're short on time though, i certainly wouldn't put this...more","Baltimore, Maryland",2018-07-01T00:00:00Z,"pretty, but not a must per se",4,553,295,Jason G,"Reviewed August 12, 2018"
1557176724-14732,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or620-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"the trees are magnificent but over the years storms have depleted their numbers.    the high volume of traffic has also played havoc with the grass verges and so the overall effect is not what it used to be. 
game of thrones fans will love it...more","Ballycastle, United Kingdom",2016-10-01T00:00:00Z,what's all the fuss!,3,204,63,Chris E,"Reviewed October 10, 2016"
1557176837-15182,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or170-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"beautiful place, but in danger. locals pointed out that the amount of people parking in the road is destroying the area, but there aren't clear signs in advance of where to park. if you go there (and you should!), be on the lookout for parking...more","Milwaukee, Wisconsin",2018-07-01T00:00:00Z,beautiful!,5,8,6,564Kathy,"Reviewed August 6, 2018"
1557176764-14894,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or460-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"i would not go all the way to the north of the north ireland just because of this, but since we were already there, we had a look and it was really really nice. and the pictures you take there will be amazing!!!
(of course...more","Prague, Czech Republic",2017-06-01T00:00:00Z,nice (but not a must see),4,25,4,Helena C,"Reviewed July 19, 2017"
1557176772-14922,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or430-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"we stopped here on our visit and are glad that we did.  it is a lovely sight to see, i would recommend stopping off here if you are in the area.",Isle of Islay,2017-07-01T00:00:00Z,a nice wee spot,4,43,9,laneyislay,"Reviewed August 12, 2017"
1557176784-14975,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or380-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"the dark hedges are trees planted in around 1775 on either side of bregagh rd.  they look different depending on light, weather and time of day. they look stunning when the sun shines through them and eerie when the light is fading.  it is almost...more","Liverpool, United Kingdom",2017-09-01T00:00:00Z,stunning sight,5,144,69,Trixie63,"Reviewed September 15, 2017"
1557176754-14857,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or500-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,if you like nature and/or enjoy the movie game of thrones then this little detour is fun to drive through. try to come when it is not during busy periods or else you will get a photo with lots of people.,"Manassas, Virginia",2017-05-01T00:00:00Z,fun place to drive through,5,44,5,Karen V,"Reviewed May 24, 2017"
1557176860-15274,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or80-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"my husband and myself spented two wonderful days here. we were made to feel so welcome from the moment we arrived.we found everything beyond our expectations,we stayed in the dark hedges suite it was just beautiful, incredible detail to decor and furnishings throughout the hotel.we...more","Enniskillen, United Kingdom",2018-11-01T00:00:00Z,woderful stay,5,5,0,Michelle G,"Reviewed November 15, 2018"
1557176709-14676,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or680-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"great place, really dark vibe - it's really exciting for who watch got - it's free, but the only way to access it is by car or a tour bus.",null,2016-08-01T00:00:00Z,"if you are a fan of got, is definitely a must do thing!",4,4,0,ElisaR1328,"Reviewed August 25, 2016"
1557176825-15136,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or220-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"it was neat to have visited but do not expect too much.

even out of season the crowds are large so there will be no views of the hedges standing alone.

what's more, you do the right thing and park away from the road in...more","Brisbane, Australia",2017-10-01T00:00:00Z,must do for game of thrones fans,3,868,266,bobjanh,"Reviewed June 10, 2018"
1557176784-14972,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or380-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,on a driving holiday around ireland. whilst we were nearby we had to get some photos to show what it's like up close. worth a look if you are in the vicinity.,ISLE OF MAN,2017-09-01T00:00:00Z,had to get photo's for carina...,4,20,3,MR-KATZ,"Reviewed September 17, 2017"
1557176767-14900,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or450-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,very surreal beech trees! interesting story about the ghost that haunts the road. easy free parking as trees are better enjoyed by walking,"Vilnius, Lithuania",2017-07-01T00:00:00Z,interesting even if you have never seen got,5,50,16,NinaB3895,"Reviewed July 29, 2017"
1557176637-14399,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or960-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"it is a nice and cozy place. but in my opinion it does not deserve expressly to visit him move unless you're a big fan of the series game of thrones or you stay close. the great influx of people who visit, do not enjoy...more","Castellon de la Plana, Spain",2015-08-01T00:00:00Z,for game of thrones fans,3,19,13,MPilarGT,"Reviewed September 3, 2015"
1557176835-15179,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or180-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"a must stop for all got fans. this is a very enchanting path of 18th century beech trees. in 2016, there was a big storm that destroyed the area and left a big gap in the middle of the path. the wood from the fallen...more",United States,2018-06-01T00:00:00Z,majestic pathway,4,131,53,Arya07,"Reviewed July 17, 2018"
1557176717-14704,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or650-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"i thought this area was very beautiful and haunting, and i've never seen the show that is now associated with. not much to do but hang out and take a few pictures, but it's worth the detour if you are in the area. there are...more","Ottawa, Canada",2016-09-01T00:00:00Z,beautiful sight.,4,84,37,kevlarcardhouse,"Reviewed September 13, 2016"
1557176618-14325,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or1030-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"we went on our first evening it was very busy. i had never seen it before and found it just beautiful. the next morn at 7am my son and i walked down to it. it was so  peaceful and tranquil, and more beautiful as we...more","Newry, United Kingdom",2015-07-01T00:00:00Z,the dark hedges,5,3,2,grahamshez06,"Reviewed July 18, 2015"
1557176787-14989,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or370-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"it is quite a sight, but please don't park along the side of the road, cars are destroying the look of this road and the roots of the trees. there is parking available with a short walk. the ancient looking beeches don't look quite right...more","Dover, United Kingdom",2017-09-01T00:00:00Z,just passing,2,26,13,RKT2004,"Reviewed September 17, 2017"
1557176807-15066,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or290-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"being a fan of game of thrones this is a cool place to visit. or if you love nature, since its a beautiful road, the trees are really amazing.",Portugal,2018-02-01T00:00:00Z,a must see if you are a fan of the show.,4,57,13,Bruna V,"Reviewed March 6, 2018"
1557176672-14530,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or820-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"very spooky and eerie. would have loved to see it at night or when it's full of fog.

a must see if your in the area.  
really strange how the trees have grown.","Dublin, Ireland",2016-05-01T00:00:00Z,road trip,5,122,39,nataliebE7560DP,"Reviewed May 23, 2016"
1557176737-14789,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or570-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"saw it twice once at night and it can really be scary and once in day light and is so beautiful and weird at the same time, has to be seen has to be walked through if you can wait for all the travellers to...more","London, United Kingdom",2017-01-01T00:00:00Z,"an amazing view of nature, pix don't make it justice",5,110,20,andrewolf79,"Reviewed January 29, 2017"
1557176670-14528,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or830-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"it was great to see these remarkable trees, but when we arrived we definitely knew we were in the right place due to,the amount of cars that had stopped on the side of the road.  it was late afternoon when we were there, so maybe...more","Brisbane, Australia",2016-04-01T00:00:00Z,gorgeous trees and definitely for got fan!,4,20,2,Chrismac2763,"Reviewed May 2, 2016"
1557176584-14192,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or1160-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"i guess i expected more. there were work crews out trimming the dead trees and limbs.
 i've seen creepier locations in south carolina wher the branches intertwine above the lane and the creepy spanish moss hangs down. if you are on a tour of the...more",null,2014-09-01T00:00:00Z,strange but not that compelling,4,40,20,Michael C,"Reviewed September 28, 2014"
1557176629-14365,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or990-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"omg what can i say about this place it is fantastic magical spiritual and a fantastically beautiful place the trees are 300 years old i've been 3 times now and can't wait to get back its a fantastic place to take photos, it's a must...more","Belfast, United Kingdom",2015-08-01T00:00:00Z,amazing,5,173,65,K7210QRpatrickm,"Reviewed August 16, 2015"
1557176878-15344,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or10-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,as a game of thrones fan o had to visit this place but. even on its own itâ€™s a beautiful and historic location,"Leigh, United Kingdom",2019-04-01T00:00:00Z,got fan,5,225,70,TheAbductee,Reviewed 2 weeks ago
1557176629-14369,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or990-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"a lot of tour buses stop here. if you want a more peaceful experience without swarms of people, i suggest going earlier in the morning.

it's a beautiful road but you really don't need to stop for more than 15/20 minutes. 

beware: this is a...more","Nashville, Tennessee",2015-06-01T00:00:00Z,go early to avoid crowds!,5,331,98,613melissai,"Reviewed August 13, 2015"
1557176678-14552,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or800-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"so i'm not a got fan, but we stopped here anyway en route between here & there as it looked like an interesting site; there is an avenue of tangled trees, lots of cars & people wandering in the road, so drive carefully.","Zakynthos, Greece",2016-05-01T00:00:00Z,"it's tangled trees, innit!",3,386,148,Dumpers,"Reviewed June 8, 2016"
