ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557165844-2239,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or110-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...they are mad keen on game of thrones and this harbour features as the got iron island port so they were thrilled we dropped this into the trip.

even if you're not a game of thrones fan, this is well worth the time to have...more","Melbourne, Australia",2016-11-01T00:00:00Z,stunning,5,92,19,squashedbug,"Reviewed November 9, 2016"
1557165797-2097,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or260-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy harbour is another stop on our game of thrones adventure. relax among the rocks and enjoy the scenic views.,"Woodbine, Maryland",2018-07-01T00:00:00Z,game of thrones destination,4,153,62,JHMTTL,"Reviewed March 2, 2019"
1557165867-2317,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or40-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"a must visit for game of thrones enthuisiasts if nothing else, but its a delightfull quaint little harbour and the views of raithlin island are not to be missed","Stockport, United Kingdom",2017-10-01T00:00:00Z,spectacular views of raithlin,4,199,139,BryantheViking71,"Reviewed October 26, 2017"
1557165797-2102,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or260-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"while it is popular with game of thrones funs, it is a beautiful harbor with beautiful coastal line.","Tel Aviv, Israel",2019-04-01T00:00:00Z,a nice little harbor with stunning coat,5,271,45,D L,Reviewed yesterday
1557165834-2209,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or140-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...only down side is since game of thrones was filmed here its gotten very popular with often large crowds attending but this just gets people to see its hidden beauty which wouldn't of been seen by people from around the world.

worth visiting!more","Leeds,  United Kingdom",2016-07-01T00:00:00Z,favourite place ever,5,50,47,421steve421,"Reviewed July 3, 2016"
1557165850-2262,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or90-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...the area is 'the iron islands' in the game of thrones so attracts a lot of visitors.
unlikely as it seems the little pier side cafe/shack does great food despite its size manages to sort you quickly, with waitress service and outside tables.
give it...more","Derry, United Kingdom",2017-04-01T00:00:00Z,stunning scenery,5,15,11,daderrydude,"Reviewed April 10, 2017"
1557165825-2179,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or170-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,...alright it has been made famous by being used in game of thrones (never seen an episode yet) however it is a very pretty and picturesque place to visit. as you wind down to road leading to the car park you will know that you...more,"Bushmills, United Kingdom",2015-09-01T00:00:00Z,well worth a visit!,5,115,40,Bethcar31,"Reviewed January 2, 2016"
1557165857-2282,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or70-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"not only scenic, but a filming location for game of thrones, this harbour deserves a visit.  not well marked if you're driving, but with a good map you can find it.  it's fairly close to the giants causeway and could be done in the same...more","Atlanta, Georgia",2017-07-01T00:00:00Z,way cool place,4,559,277,RC30319,"Reviewed July 22, 2017"
1557165837-2225,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or130-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...i think games of thrones filmed here but i haven't a clue what that is tbh . 
if venturing along the coastal route then it's def worth a little drop down into for a picture or two .more",scotland,2016-07-01T00:00:00Z,cracking spot,5,130,35,pug1309Scotland,"Reviewed July 19, 2016"
1557165807-2125,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or230-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,balintoy has always been a beautiful old harbor but has recently become famous for its use a location for game of thrones.  the road down is interesting so say the least and it is essentially just a picturesque old fishing harbor.  still very nice with...more,"Boca Raton, Florida",2014-07-01T00:00:00Z,very picturesque,4,136,52,Brian S,"Reviewed July 22, 2014"
1557165870-2324,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,...we haven't seen game of thrones yet (although we will now just to see places in film that we have actually been to) but it didn't matter.  we didn't do any guided tours of this area - just stumbled upon this place and so glad...more,Alabama,2018-04-01T00:00:00Z,worth the narrow drive,5,12,1,hollysc66,"Reviewed May 4, 2018"
1557165853-2277,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or80-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...we went there because of its game of thrones connection, but it is a lovely place to visit in its own right. the harbour is beautiful, particularly on a roughish day when the waves are crashing on the rocks. caoaches can't get down to the...more","Exeter, United Kingdom",2017-04-01T00:00:00Z,lovely surprise,5,174,56,Jack R,"Reviewed May 2, 2017"
1557165825-2182,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or170-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"its a little difficult to get to, but worth it.  if you are a game of thrones fan, you must go.  the scenes from the iron islands are filmed here.","Houston, Texas",2016-05-01T00:00:00Z,beautiful,5,111,41,ptglaw,"Reviewed May 19, 2016"
1557165828-2190,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or160-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,...my daughter loved it and its a lot less crowded than the giants causeway and my husband being a game of thrones fan was happy too! great rock pools and climbing with delicious cakes in the cafe. a super day out!more,Ireland,2016-08-01T00:00:00Z,hidden treasure,5,92,39,Jacqueline O,"Reviewed August 19, 2016"
1557165844-2240,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or110-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"been there two times now and it was equally as brilliant. i am a game of thrones fan, so it was great to see the greyjoy's iron isles set first hand. great views.","Hawick, United Kingdom",2017-07-01T00:00:00Z,great for a fan,5,21,5,natpatwright,"Reviewed July 15, 2017"
1557165831-2199,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or150-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,it was an interesting little harbour - especially for game of thrones fans. the information boards were well done,"Daventry, United Kingdom",2016-09-01T00:00:00Z,nice llittle harbour,4,77,32,ElleryQueen2013,"Reviewed October 5, 2016"
1557165819-2163,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or190-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...if you are a fan of 'game of thrones' this place is a 'must' for you; there is even a display board explaining some of the background of the location. aside from that film, the harbour has a timeless quality about it and if there...more","Belfast, United Kingdom",2015-09-01T00:00:00Z,spectacular seascape!,5,277,113,Don I,"Reviewed September 9, 2015"
1557165844-2238,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or110-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"a lovely, peaceful harbour where some scenes from game of thrones were filmed. there's a sign with photographs of these.there are large, stone tables and benches where you can have your picnic with lovely sea-views. the tea-room looked very  busy so we gave it a...more","Wales, United Kingdom",2016-08-01T00:00:00Z,game of thrones/ northern ireland,4,5,6,Claire J,"Reviewed August 7, 2016"
1557165831-2202,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or150-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we had read about this being spectacular! the views are ""off the charts!"" i am not a game of thrones fan but this was thrilling to visit! the drives are tight but well worth the effort!","Colfax, Iowa",2016-09-01T00:00:00Z,beautiful!,5,103,40,Liveshealthy,"Reviewed September 28, 2016"
1557165810-2132,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or220-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,...the wonderful scenery is obviously the reason the producers of game of thrones used this area for filmingmore,"Belfast, United Kingdom",2014-11-01T00:00:00Z,"quaint, historic, beautiful",5,70,49,beverley a,"Reviewed December 21, 2014"
1557165870-2321,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...according to markers at the harbor, part of the game of thrones was filmed there.  itâ€™s definitely worth a stop when youâ€™re on the causeway coastal rd.  iâ€™d certainly recommend it!!more",No. VA,2018-06-01T00:00:00Z,beautiful little harbor,4,667,152,mlowder500,"Reviewed June 2, 2018"
1557165870-2323,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"the giants cuaseway tour we took with taxitoursni included some of our favourite gme of thrones locations, our guide paul was more than happy to show us the spots! i recommend this location and especially for game of thrones fans!!",null,2019-03-01T00:00:00Z,game of thrones fans,5,3,0,Michigan122,Reviewed 2 weeks ago
1557165867-2308,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or40-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"i am not a game of thrones fanatic so the appeal for me of ballintoy harbour, reached down a steep winding road, is the geology, the birds and the quaintness of the site. it is well worth a detour and you could have a cake...more","Lausanne, Switzerland",2017-06-01T00:00:00Z,quaint little harbor used in game of thrones,4,230,38,Jules060617,"Reviewed August 18, 2017"
1557165797-2105,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or260-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,...we visited on a tour bus as part of the game of thrones guides.  if you're a fan of gots then this is a must.  try the i scream in throttle shop as it's fabulous.  a great tranquil place for taking lovely photos. i would...more,"Melksham, United Kingdom",2019-04-01T00:00:00Z,so pretty,5,380,119,O3094JMsarahc,Reviewed 3 weeks ago
1557165864-2301,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or50-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...it's no wonder game of thrones used it for a film location.  i went to it three times while i was in the area -- couldn't stay away.  also had tea and a pastry at roark's kitchen, which is right at the harbor.more","Saco, Maine",2017-09-01T00:00:00Z,a favorite spot on the causeway coast,5,1718,386,NHjo,"Reviewed September 16, 2017"
1557165864-2305,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or50-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy village and harbour was used for the fictional town of lordsport in the isle of pyke in the second season of the medieval television series game of thrones.  the harbour is really picturesque and well worth a visit.,"Richards Bay, South Africa",2017-08-01T00:00:00Z,a really quaint little harbour - beautiful!,5,60,20,111Bev,"Reviewed September 9, 2017"
1557165825-2180,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or170-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"nice quaint little harbour, made famous by fleeting footage in ""game of thrones"".    well worth a detour if you're doing the causeway coastal route (but not worth a special trip unless you're a real game of thrfones nut).",London,2015-12-01T00:00:00Z,nice little harbour,4,77,47,IonH,"Reviewed December 15, 2015"
1557165847-2248,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or100-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"great scenery - beautiful area.    game of thrones fans will notice this area as part of the iron islands and where theon re-meets his sister, yara.     we crawled over the rocky structure and watched the waves crash for a good long while, mesmerising.","Melbourne, Australia",2017-07-01T00:00:00Z,stunning views,5,20,12,Cyn2Uno,"Reviewed November 6, 2017"
1557165870-2327,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or30-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we visited ballintoy harbour to see where the scenes for game of thrones were filmed. we didnâ€™t expect it to be such a nice place just to hang out. beautiful scenery and we enjoyed watching the waves crash over the rocks. we saw one older...more,"Tampa, Florida",2018-03-01T00:00:00Z,wish we had more time,5,28,62,Baybeblue,"Reviewed April 8, 2018"
1557165837-2219,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or130-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,...small cafe with extraordinary selection of cakes and varied lunch menu. it's also a game of thrones location.....more,"Dorset, United Kingdom",2016-08-01T00:00:00Z,beautiful harbour - very popular got location,5,158,72,h0lidaym0m,"Reviewed August 15, 2016"
1557165847-2249,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or100-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,this place is awesome. it is hidden and no one really know about it... maybe those who know game of thrones... but anyway... it is worthy to drive up here... lovely place,"Prague, Czech Republic",2016-10-01T00:00:00Z,hidden place,5,29,8,crankCZ,"Reviewed January 10, 2017"
1557165810-2130,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or220-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,worth a detour off the main coast road. you pass a beautiful white church and bend down to a little port. some of 'game of thrones' was filmed here. there is a cafe and parking. the place is quaint and charming.,"Littleborough, United Kingdom",2015-02-01T00:00:00Z,lovely in all weathers,4,354,138,lottie03,"Reviewed February 26, 2015"
1557165841-2234,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or120-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we were fortunate to have nice weather and there were not a lot of people out at the the harbor.  we enjoyed walking around the harbor and imagining the scenes from games of thrones. it is breath taking coastline.,null,2015-09-01T00:00:00Z,"absolutely beautiful coastline, a must for got fans",4,288,35,erinsP4047SG,"Reviewed August 30, 2016"
1557165844-2245,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or110-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,...we were completing the causeway coastal route and the visit here was simply due to the game of thrones connection! it is so much more than that! it is an incredibly serene and peaceful spot with a lovely little tea shop! there are lots of...more,"Dungarvan, Ireland",2016-05-01T00:00:00Z,causeway coastal route,5,23,18,252karinal,"Reviewed October 2, 2016"
1557165813-2142,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or210-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,we visited this hidden harbor because of our interest in game of thrones and so glad we did. the surf was high and the narrow harbor made them dramatic. we loved climbing on the rocks and taking pictures. beautiful setting.,"Pierce, Idaho",2015-03-01T00:00:00Z,a hidden gem,4,18,5,HarvandColleenN,"Reviewed April 17, 2015"
1557165813-2139,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or210-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"walk, explore, enjoy and take pictures of the rocky side of the harbour. and please, do not miss the incredible cakes the serve in the little bar in the harbour. it's worth while to divert a few minutes away from your route to visit this...more",murcia,2015-05-01T00:00:00Z,inmerse yourself in game of thrones era,4,147,67,fjct,"Reviewed June 2, 2015"
1557165847-2252,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or100-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"ballintoy harbour is definitely worth the visit. 
there are picturesque views. 
its a nice little walk. 
there is also a coffee shop too. 

those who are game of thrones fans will definitely appreciate it also.",Ireland,2017-08-01T00:00:00Z,"lovely little harbour, worth the visit",5,100,44,SPGB90,"Reviewed September 2, 2017"
1557165822-2170,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or180-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...if you are a fan of game of thrones you will recognise this harbour - if not, you will still enjoy its history, the views and a chance to walk about and explore for an hour or so.  if it's open - try the little...more","Armoy, United Kingdom",2015-10-01T00:00:00Z,the iron isles - ballintoy views,4,71,54,Stephen D,"Reviewed October 24, 2015"
1557165860-2288,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or60-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we visited ballintoy harbour as part of a games of thrones tour and loved it. it is quaint and certainly a nice spot to visit, either as part of a tour or by yourself. we spent a limited amount of time there but would have...more","Edmonton, Canada",2017-08-01T00:00:00Z,cool harbour,4,35,12,StefanRutkowski,"Reviewed September 5, 2017"
1557165853-2268,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or80-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,well worth visiting even if you haven't seen any episodes of the game of thrones. it may be difficult to park on a sunny day but no problem when we visited. a small harbour which is very pretty and i can see why they used...more,Lincoln,2017-06-01T00:00:00Z,a very picturesque harbour,4,79,34,Thisisanuisance,"Reviewed July 7, 2017"
1557165841-2237,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or120-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,ballintoy harbour is a beautiful place to visit. we popped down a visit on a drive around. very busy on a summer evening due to it being the game of thrones attraction. well worth a visit,"Coleraine, United Kingdom",2016-08-01T00:00:00Z,a drive around the coast,4,14,0,Kirsty M,"Reviewed August 24, 2016"
1557165860-2292,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or60-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,if you love game of thrones...this is the coast for you in ireland...all along the way you will find hidden gems like this one!,"Portsmouth, United Kingdom",2017-08-01T00:00:00Z,stunning place to visit,5,22,8,WynelleCowdery,"Reviewed August 19, 2017"
1557165822-2176,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or180-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,drove long way down narrow road to the harbour. so quiet and still - some were putting on wet suits to swim. this harbor was used in an episode of the game of thrones and one could see why,"Clifton Park, New York",2015-10-01T00:00:00Z,quaint old harbour,5,21,10,Jean G,"Reviewed October 14, 2015"
1557165847-2257,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or100-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...we tend to only visit in off peak times now that the game of thrones fans arrive in their hoards. 
thankfully the harbour is still not commercialised, probably due to the difficult windy road which is difficult for large coaches! 
there are public toilets which...more","Milton Keynes, United Kingdom",2017-02-01T00:00:00Z,love,5,32,12,Ancestormania,"Reviewed July 23, 2017"
1557165837-2221,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or130-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...i'm not a huge games of thrones fan so that wasn't the primary reason for my visit but i did enjoy the sheer natural beauty of this small harbour. 
as my visit was early morning i was lucky to be here without much in the...more","Dundalk, Ireland",2016-08-01T00:00:00Z,outstanding natural beauty,4,112,79,gazlough,"Reviewed August 13, 2016"
1557165864-2303,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or50-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we came here to see the harbour because of the tv series, it didn't disappoint. it looked as good as on tv, even the weather was as gray and miserable. we had the best lunch at the red door cottage.","Prague, Czech Republic",2017-08-01T00:00:00Z,game of thrones spot,4,1265,493,JanaZC,"Reviewed September 15, 2017"
1557165864-2304,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or50-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"ballintoy harbour is beautiful in its own right before you even add the game of thrones intrigue to it. i did wonder how the boats get into the harbor without getting dashed to bits. we had a wild and rainy day, but it's beautiful and...more","Pittsburgh, Pennsylvania",2017-09-01T00:00:00Z,launch point for an epic walk,5,56,30,kppchick,"Reviewed September 12, 2017"
1557165857-2285,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or70-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...it was a beautiful drive along the country roads and coming along ballintoy as we were travelling was a treat.  if you're on a game of thrones tour, this is a prime filming location and quite photo worthy.  if you're in the area....more","Philadelphia, Pennsylvania",2017-05-01T00:00:00Z,while i'm here....,5,47,10,FrenchOnion78,"Reviewed July 19, 2017"
1557165804-2116,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or240-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...the harbour was used in the filming of 'game of thrones' - it's pyke in the series. the scenery is amazing and it's just lovely to walk around.  there's a litle tea rooms that was just closing when we visited, but i would definitely come...more","Dundalk, Ireland",2013-08-01T00:00:00Z,a stunning harbour tucked away on the antrim coast,5,140,89,K1Z,"Reviewed August 27, 2013"
1557165797-2104,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or260-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"...rugged and little wild, with touch of sadness at loss of lives there as per my photos. of course in game of thrones it was the iron islands site for filming. very appealing area.more","Bunbury, Australia",2018-06-01T00:00:00Z,ballintoy harbour as in the iron islands game of thones,4,164,39,128mariep,Reviewed 3 weeks ago
1557165873-2337,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or20-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"enjoyed the picturesque harbour, unspoilt by development. liked the links to game of thrones and the iron islands. kids were playing in the water and caves. a pleasant afternoon.","Avignon, France",2018-05-01T00:00:00Z,a lovely spot,5,13,2,mccormick1,"Reviewed July 10, 2018"
1557165822-2173,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or180-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,strong autumn sunshine was a bonus in this picturesque landmark made famous recently by game of thrones. great to see so many foreign students enjoying this local gem.,"Belfast, United Kingdom",2015-10-01T00:00:00Z,simply beautiful !,5,16,7,201WilliamB201,"Reviewed October 15, 2015"
1557165831-2204,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or150-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,definitely a must see if you are game of thrones fan.  beautiful and breathe taking view.  nice walk and plenty to see.,null,2016-09-01T00:00:00Z,awesome!,5,19,12,Joe and Vicki V,"Reviewed September 11, 2016"
1557165825-2186,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or170-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,featured in the game of thrones this lovely little harbour is in a secluded spot on the causeway coast and is well worth a visit. it is a place with dramatic scenery and wonderful views.,"Coopers Beach, New Zealand",2015-11-01T00:00:00Z,a historic and beautiful harbour,5,408,118,AndrewUK2013,"Reviewed November 9, 2015"
1557165867-2316,https://www.tripadvisor.com/Attraction_Review-g551728-d3530433-Reviews-or40-Ballintoy_Harbour-Ballintoy_County_Antrim_Northern_Ireland.html,"we stopped here for 40 minutes because it is one of the shooting locations of the show games of thrones, but hey, you don't need to be a fan in order to appreciate how beautiful this is!

it was so amazing with magnificent views. you...more","Manama, Bahrain",2017-10-01T00:00:00Z,beautiful,5,146,67,Zainab F,"Reviewed October 30, 2017"
