ï»¿web-scraper-order,web-scraper-start-url,reviewText,location,date,reviewTitle,rating,reviewsWritten,numberThanks,username,reviewedWhen
1557177290-15381,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or490-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"this is another great beauty of northern ireland.  will always make a stop here when coming up north every time!

natural beauty like this, you can see why game of thrones is filmed here!","Carrickfergus, United Kingdom",2014-02-01T00:00:00Z,wahhhhh,5,126,47,JTclarke,"Reviewed February 28, 2014"
1557177376-15723,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or150-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,visited due to game of thrones. fantastic. mystical. nice walk up the road taking in the views. didnt go into the house at the end,"London, United Kingdom",2017-08-01T00:00:00Z,beautiful,5,26,25,drg1122,"Reviewed August 8, 2017"
1557177287-15373,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or500-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,beautiful spot very unusual it really is worth a visit big with game of thrones followers as this is where many of the scenes where filmed,"Ballycastle, United Kingdom",2013-05-01T00:00:00Z,lovely,4,42,25,Karenann87,"Reviewed July 13, 2013"
1557177305-15440,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or430-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,we were there for the mccomb's game of thrones tour. it was amazing! i loved to be there at the time we were - by 17:00 - because the lights on the place were fantastic and we could take so many beautiful pictures.,"Belo Horizonte, MG",2015-03-01T00:00:00Z,amazing!!,5,77,26,Denise_Viana7,"Reviewed May 27, 2015"
1557177341-15583,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or290-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"if you're in the area a visit to the dark hedges is a must especially if you are a fan of games of thrones. we walked to visit and drove through a couple of times, including at night time. the hedges which are actually a...more","Norwich, United Kingdom",2016-08-01T00:00:00Z,breathtakingly beautiful,5,56,26,Musonda,"Reviewed August 13, 2016"
1557177356-15642,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or230-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"...it was worth the aggravation. they're truly something to see and a delight to walk under them.  it was crowded with game of thrones fans and buses, though -- they might have to start charging admission.more","Saco, Maine",2017-09-01T00:00:00Z,"beautiful, but a nightmare to find",4,1718,386,NHjo,"Reviewed September 16, 2017"
1557177389-15773,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or100-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"...to be completely honest, i had no idea what the dark hedges were, but i kept hearing something about game of thrones. they are only about 20 minutes from where i was staying with family, so why not visit and see what it had to...more","Middlesbrough, United Kingdom",2017-05-01T00:00:00Z,iâ€™m not a game of thrones fan......,5,6,5,GlenCocoTravels,"Reviewed October 8, 2017"
1557177407-15836,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or30-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"...i felt like i'd gone to another world; the evergreen forest area out to the dark hedges lane way as seen on game of thrones, resembles a faerie forest, little houses and doorways among the trees.  lovely and magical. dark hedges lane way is truly...more","Toronto, Canada",2018-09-01T00:00:00Z,magestic and worth experiencing,5,25,5,Valerie G,"Reviewed January 23, 2019"
1557177400-15813,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or60-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,worth a visit but make sure it's not midday as it gets very busy and ruins the view! it attracts alot of game of thrones visitors! !,"Dublin, Ireland",2018-07-01T00:00:00Z,dark hedges,4,28,11,ajmh9,"Reviewed July 23, 2018"
1557177333-15551,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or320-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,these are amazing and i would recommend that a visit to them is a real good idea. they are just a complete mezmerising place to visit they are famous because they have been featured in game of thrones.,"Ballymoney, United Kingdom",2016-05-01T00:00:00Z,a day out around n i,5,43,25,shirl228,"Reviewed June 15, 2016"
1557177402-15824,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or50-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,this is a beautiful tree lined road used in an episode of game of thrones. itâ€™s well worth seeing even if you donâ€™t watch the series as the shapes of the trees are fantastic but itâ€™s getting ruined by too many tourists which is sad...more,Portugal,2018-08-01T00:00:00Z,a matter of time before they charge,4,683,195,blueval,"Reviewed August 18, 2018"
1557177326-15525,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or350-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"...on a dark and foggy night it becomes one and on a clear night with a soft moon the other.  it is probably the most photographed natural wonder in ireland and featured in the tv series ""game of thrones"".more","Nashville, Tennessee, United States",2016-02-01T00:00:00Z,beautiful but eerie - ireland's natural wonder,4,161,40,Bobby S,"Reviewed March 5, 2016"
1557177346-15601,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or270-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"due to the game of thrones, this vegetation covered rural road has developed a huge status. 
the approach will take you to a hotel but don't park in their lot - long walk to site. continue past hotel and on your left you will look...more","West Kelowna, Canada",2016-09-01T00:00:00Z,one of those must see items ...,4,313,104,WKGuy1,"Reviewed September 19, 2016"
1557177369-15694,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or180-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"if you are a game of thrones fan, you will probably want to see this site.  however, there is a good chance it will be crowded, and there may not be a real good photo-op.  parking could be difficult.","Pittsburgh, Pennsylvania",2018-05-01T00:00:00Z,interesting,4,272,49,Pitt-Duq,"Reviewed June 20, 2018"
1557177361-15665,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or210-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,this road appears in game of thrones as the kings road.  a must see place for any fan.  there is a small area for free parking at one end and a hotel and restaurant at the other end but you can park anywhere along the...more,null,2017-03-01T00:00:00Z,the kings road,3,4,2,FazOnTour,"Reviewed March 18, 2017"
1557177318-15488,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or380-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"i really want to go here because games of thrones season 2 episode 1 had a scene filmed here. i was really a cool place. however, a warning. the place they say to park is really far away. i would just park on the road...more","Marlton, New Jersey",2015-08-01T00:00:00Z,games of thrones film spot,4,75,19,Cait04,"Reviewed September 15, 2015"
1557177371-15703,https://www.tripadvisor.com/Attraction_Review-g1393505-d2255519-Reviews-or170-The_Dark_Hedges-Ballymoney_County_Antrim_Northern_Ireland.html,"...if you are ""in the neighborhood"" or a game of thrones fan, this is a must do.more","Portland, Oregon",2018-07-01T00:00:00Z,unique and worth visiting under some circumstances,4,36,20,Theonlyjonboy,"Reviewed August 12, 2018"
